City,geography,Ethnic group (20 categories) Code,Ethnic group (20 categories),Proxy_Flag,Proxy_Source,Observation,Source_Area_Count,Source_Areas
Cambridge,East,11,Mixed or Multiple ethnic groups: White and Black Caribbean,False,direct_or_alias,1152,1,Cambridge
Cambridge,East,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,False,direct_or_alias,2261,1,Cambridge
Cambridge,East,13,"White: English, Welsh, Scottish, Northern Irish or British",False,direct_or_alias,77195,1,Cambridge
Cambridge,East,14,White: Irish,False,direct_or_alias,1885,1,Cambridge
Cambridge,East,15,White: Gypsy or Irish Traveller,False,direct_or_alias,110,1,Cambridge
Cambridge,East,16,White: Roma,False,direct_or_alias,885,1,Cambridge
Cambridge,East,17,White: Other White,False,direct_or_alias,28495,1,Cambridge
Cambridge,East,18,Other ethnic group: Arab,False,direct_or_alias,1141,1,Cambridge
Cambridge,East,19,Other ethnic group: Any other ethnic group,False,direct_or_alias,3366,1,Cambridge
Canterbury,South East,-8,Does not apply,False,direct_or_alias,0,1,Canterbury
Canterbury,South East,1,"Asian, Asian British or Asian Welsh: Bangladeshi",False,direct_or_alias,431,1,Canterbury
Canterbury,South East,2,"Asian, Asian British or Asian Welsh: Chinese",False,direct_or_alias,1357,1,Canterbury
Canterbury,South East,3,"Asian, Asian British or Asian Welsh: Indian",False,direct_or_alias,1994,1,Canterbury
Canterbury,South East,4,"Asian, Asian British or Asian Welsh: Pakistani",False,direct_or_alias,541,1,Canterbury
Canterbury,South East,5,"Asian, Asian British or Asian Welsh: Other Asian",False,direct_or_alias,2054,1,Canterbury
Canterbury,South East,6,"Black, Black British, Black Welsh, Caribbean or African: African",False,direct_or_alias,2928,1,Canterbury
Canterbury,South East,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",False,direct_or_alias,647,1,Canterbury
Canterbury,South East,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",False,direct_or_alias,331,1,Canterbury
Canterbury,South East,9,Mixed or Multiple ethnic groups: White and Asian,False,direct_or_alias,1408,1,Canterbury
Canterbury,South East,10,Mixed or Multiple ethnic groups: White and Black African,False,direct_or_alias,661,1,Canterbury
Canterbury,South East,11,Mixed or Multiple ethnic groups: White and Black Caribbean,False,direct_or_alias,983,1,Canterbury
Canterbury,South East,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,False,direct_or_alias,1264,1,Canterbury
Canterbury,South East,13,"White: English, Welsh, Scottish, Northern Irish or British",False,direct_or_alias,129887,1,Canterbury
Canterbury,South East,14,White: Irish,False,direct_or_alias,1311,1,Canterbury
Canterbury,South East,15,White: Gypsy or Irish Traveller,False,direct_or_alias,391,1,Canterbury
Canterbury,South East,16,White: Roma,False,direct_or_alias,190,1,Canterbury
Canterbury,South East,17,White: Other White,False,direct_or_alias,8694,1,Canterbury
Canterbury,South East,18,Other ethnic group: Arab,False,direct_or_alias,675,1,Canterbury
Canterbury,South East,19,Other ethnic group: Any other ethnic group,False,direct_or_alias,1682,1,Canterbury
Cardiff,Wales,-8,Does not apply,False,direct_or_alias,0,1,Cardiff
Cardiff,Wales,1,"Asian, Asian British or Asian Welsh: Bangladeshi",False,direct_or_alias,6887,1,Cardiff
Cardiff,Wales,2,"Asian, Asian British or Asian Welsh: Chinese",False,direct_or_alias,5017,1,Cardiff
Cardiff,Wales,3,"Asian, Asian British or Asian Welsh: Indian",False,direct_or_alias,8837,1,Cardiff
Cardiff,Wales,4,"Asian, Asian British or Asian Welsh: Pakistani",False,direct_or_alias,8615,1,Cardiff
Cardiff,Wales,5,"Asian, Asian British or Asian Welsh: Other Asian",False,direct_or_alias,5627,1,Cardiff
Cardiff,Wales,6,"Black, Black British, Black Welsh, Caribbean or African: African",False,direct_or_alias,10587,1,Cardiff
Cardiff,Wales,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",False,direct_or_alias,1350,1,Cardiff
Cardiff,Wales,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",False,direct_or_alias,1959,1,Cardiff
Cardiff,Wales,9,Mixed or Multiple ethnic groups: White and Asian,False,direct_or_alias,3572,1,Cardiff
Cardiff,Wales,10,Mixed or Multiple ethnic groups: White and Black African,False,direct_or_alias,2611,1,Cardiff
Cardiff,Wales,11,Mixed or Multiple ethnic groups: White and Black Caribbean,False,direct_or_alias,4299,1,Cardiff
Cardiff,Wales,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,False,direct_or_alias,4024,1,Cardiff
Cardiff,Wales,13,"White: English, Welsh, Scottish, Northern Irish or British",False,direct_or_alias,266533,1,Cardiff
Cardiff,Wales,14,White: Irish,False,direct_or_alias,2335,1,Cardiff
Cardiff,Wales,15,White: Gypsy or Irish Traveller,False,direct_or_alias,673,1,Cardiff
Cardiff,Wales,16,White: Roma,False,direct_or_alias,593,1,Cardiff
Cardiff,Wales,17,White: Other White,False,direct_or_alias,16797,1,Cardiff
Cardiff,Wales,18,Other ethnic group: Arab,False,direct_or_alias,6624,1,Cardiff
Cardiff,Wales,19,Other ethnic group: Any other ethnic group,False,direct_or_alias,5370,1,Cardiff
Carlisle,North West,-8,Does not apply,False,direct_or_alias,0,1,Carlisle
Carlisle,North West,1,"Asian, Asian British or Asian Welsh: Bangladeshi",False,direct_or_alias,179,1,Carlisle
Carlisle,North West,2,"Asian, Asian British or Asian Welsh: Chinese",False,direct_or_alias,365,1,Carlisle
Carlisle,North West,3,"Asian, Asian British or Asian Welsh: Indian",False,direct_or_alias,430,1,Carlisle
Carlisle,North West,4,"Asian, Asian British or Asian Welsh: Pakistani",False,direct_or_alias,133,1,Carlisle
Carlisle,North West,5,"Asian, Asian British or Asian Welsh: Other Asian",False,direct_or_alias,521,1,Carlisle
Carlisle,North West,6,"Black, Black British, Black Welsh, Caribbean or African: African",False,direct_or_alias,273,1,Carlisle
Carlisle,North West,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",False,direct_or_alias,42,1,Carlisle
Carlisle,North West,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",False,direct_or_alias,22,1,Carlisle
Carlisle,North West,9,Mixed or Multiple ethnic groups: White and Asian,False,direct_or_alias,348,1,Carlisle
Carlisle,North West,10,Mixed or Multiple ethnic groups: White and Black African,False,direct_or_alias,186,1,Carlisle
Carlisle,North West,11,Mixed or Multiple ethnic groups: White and Black Caribbean,False,direct_or_alias,161,1,Carlisle
Carlisle,North West,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,False,direct_or_alias,278,1,Carlisle
Carlisle,North West,13,"White: English, Welsh, Scottish, Northern Irish or British",False,direct_or_alias,102004,1,Carlisle
Carlisle,North West,14,White: Irish,False,direct_or_alias,437,1,Carlisle
Carlisle,North West,15,White: Gypsy or Irish Traveller,False,direct_or_alias,188,1,Carlisle
Carlisle,North West,16,White: Roma,False,direct_or_alias,84,1,Carlisle
Carlisle,North West,17,White: Other White,False,direct_or_alias,3795,1,Carlisle
Carlisle,North West,18,Other ethnic group: Arab,False,direct_or_alias,197,1,Carlisle
Carlisle,North West,19,Other ethnic group: Any other ethnic group,False,direct_or_alias,382,1,Carlisle
Chelmsford,East,-8,Does not apply,False,direct_or_alias,0,1,Chelmsford
Chelmsford,East,1,"Asian, Asian British or Asian Welsh: Bangladeshi",False,direct_or_alias,841,1,Chelmsford
Chelmsford,East,2,"Asian, Asian British or Asian Welsh: Chinese",False,direct_or_alias,1133,1,Chelmsford
Chelmsford,East,3,"Asian, Asian British or Asian Welsh: Indian",False,direct_or_alias,4728,1,Chelmsford
Chelmsford,East,4,"Asian, Asian British or Asian Welsh: Pakistani",False,direct_or_alias,1124,1,Chelmsford
Chelmsford,East,5,"Asian, Asian British or Asian Welsh: Other Asian",False,direct_or_alias,1820,1,Chelmsford
Chelmsford,East,6,"Black, Black British, Black Welsh, Caribbean or African: African",False,direct_or_alias,3373,1,Chelmsford
Chelmsford,East,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",False,direct_or_alias,796,1,Chelmsford
Chelmsford,East,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",False,direct_or_alias,587,1,Chelmsford
Chelmsford,East,9,Mixed or Multiple ethnic groups: White and Asian,False,direct_or_alias,1438,1,Chelmsford
Chelmsford,East,10,Mixed or Multiple ethnic groups: White and Black African,False,direct_or_alias,722,1,Chelmsford
Chelmsford,East,11,Mixed or Multiple ethnic groups: White and Black Caribbean,False,direct_or_alias,1354,1,Chelmsford
Chelmsford,East,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,False,direct_or_alias,1210,1,Chelmsford
Chelmsford,East,13,"White: English, Welsh, Scottish, Northern Irish or British",False,direct_or_alias,150758,1,Chelmsford
Chelmsford,East,14,White: Irish,False,direct_or_alias,1536,1,Chelmsford
Chelmsford,East,15,White: Gypsy or Irish Traveller,False,direct_or_alias,255,1,Chelmsford
Chelmsford,East,16,White: Roma,False,direct_or_alias,147,1,Chelmsford
Chelmsford,East,17,White: Other White,False,direct_or_alias,8005,1,Chelmsford
Chelmsford,East,18,Other ethnic group: Arab,False,direct_or_alias,384,1,Chelmsford
Chelmsford,East,19,Other ethnic group: Any other ethnic group,False,direct_or_alias,1312,1,Chelmsford
Chester,North West,-8,Does not apply,True,area_to_city,0,1,Cheshire West and Chester
Chester,North West,1,"Asian, Asian British or Asian Welsh: Bangladeshi",True,area_to_city,742,1,Cheshire West and Chester
Chester,North West,2,"Asian, Asian British or Asian Welsh: Chinese",True,area_to_city,1337,1,Cheshire West and Chester
Chester,North West,3,"Asian, Asian British or Asian Welsh: Indian",True,area_to_city,2338,1,Cheshire West and Chester
Chester,North West,4,"Asian, Asian British or Asian Welsh: Pakistani",True,area_to_city,656,1,Cheshire West and Chester
Chester,North West,5,"Asian, Asian British or Asian Welsh: Other Asian",True,area_to_city,2158,1,Cheshire West and Chester
Chester,North West,6,"Black, Black British, Black Welsh, Caribbean or African: African",True,area_to_city,1515,1,Cheshire West and Chester
Chester,North West,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",True,area_to_city,373,1,Cheshire West and Chester
Chester,North West,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",True,area_to_city,219,1,Cheshire West and Chester
Chester,North West,9,Mixed or Multiple ethnic groups: White and Asian,True,area_to_city,1961,1,Cheshire West and Chester
Chester,North West,10,Mixed or Multiple ethnic groups: White and Black African,True,area_to_city,904,1,Cheshire West and Chester
Chester,North West,11,Mixed or Multiple ethnic groups: White and Black Caribbean,True,area_to_city,1181,1,Cheshire West and Chester
Chester,North West,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,True,area_to_city,1245,1,Cheshire West and Chester
Chester,North West,13,"White: English, Welsh, Scottish, Northern Irish or British",True,area_to_city,325620,1,Cheshire West and Chester
Chester,North West,14,White: Irish,True,area_to_city,2651,1,Cheshire West and Chester
Chester,North West,15,White: Gypsy or Irish Traveller,True,area_to_city,354,1,Cheshire West and Chester
Chester,North West,16,White: Roma,True,area_to_city,221,1,Cheshire West and Chester
Chester,North West,17,White: Other White,True,area_to_city,11515,1,Cheshire West and Chester
Chester,North West,18,Other ethnic group: Arab,True,area_to_city,595,1,Cheshire West and Chester
Chester,North West,19,Other ethnic group: Any other ethnic group,True,area_to_city,1564,1,Cheshire West and Chester
Chichester,South East,-8,Does not apply,False,direct_or_alias,0,1,Chichester
Chichester,South East,1,"Asian, Asian British or Asian Welsh: Bangladeshi",False,direct_or_alias,176,1,Chichester
Chichester,South East,2,"Asian, Asian British or Asian Welsh: Chinese",False,direct_or_alias,413,1,Chichester
Chichester,South East,3,"Asian, Asian British or Asian Welsh: Indian",False,direct_or_alias,624,1,Chichester
Chichester,South East,4,"Asian, Asian British or Asian Welsh: Pakistani",False,direct_or_alias,61,1,Chichester
Chichester,South East,5,"Asian, Asian British or Asian Welsh: Other Asian",False,direct_or_alias,894,1,Chichester
Chichester,South East,6,"Black, Black British, Black Welsh, Caribbean or African: African",False,direct_or_alias,453,1,Chichester
Chichester,South East,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",False,direct_or_alias,218,1,Chichester
Chichester,South East,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",False,direct_or_alias,112,1,Chichester
Chichester,South East,9,Mixed or Multiple ethnic groups: White and Asian,False,direct_or_alias,720,1,Chichester
Chichester,South East,10,Mixed or Multiple ethnic groups: White and Black African,False,direct_or_alias,293,1,Chichester
Chichester,South East,11,Mixed or Multiple ethnic groups: White and Black Caribbean,False,direct_or_alias,450,1,Chichester
Chichester,South East,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,False,direct_or_alias,584,1,Chichester
Chichester,South East,13,"White: English, Welsh, Scottish, Northern Irish or British",False,direct_or_alias,111822,1,Chichester
Chichester,South East,14,White: Irish,False,direct_or_alias,862,1,Chichester
Chichester,South East,15,White: Gypsy or Irish Traveller,False,direct_or_alias,294,1,Chichester
Chichester,South East,16,White: Roma,False,direct_or_alias,93,1,Chichester
Chichester,South East,17,White: Other White,False,direct_or_alias,5333,1,Chichester
Chichester,South East,18,Other ethnic group: Arab,False,direct_or_alias,147,1,Chichester
Chichester,South East,19,Other ethnic group: Any other ethnic group,False,direct_or_alias,522,1,Chichester
Colchester,East,-8,Does not apply,False,direct_or_alias,0,1,Colchester
Colchester,East,1,"Asian, Asian British or Asian Welsh: Bangladeshi",False,direct_or_alias,767,1,Colchester
Colchester,East,2,"Asian, Asian British or Asian Welsh: Chinese",False,direct_or_alias,1834,1,Colchester
Colchester,East,3,"Asian, Asian British or Asian Welsh: Indian",False,direct_or_alias,3027,1,Colchester
Colchester,East,4,"Asian, Asian British or Asian Welsh: Pakistani",False,direct_or_alias,743,1,Colchester
Colchester,East,5,"Asian, Asian British or Asian Welsh: Other Asian",False,direct_or_alias,3536,1,Colchester
Colchester,East,6,"Black, Black British, Black Welsh, Caribbean or African: African",False,direct_or_alias,4904,1,Colchester
Colchester,East,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",False,direct_or_alias,961,1,Colchester
Colchester,East,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",False,direct_or_alias,796,1,Colchester
Colchester,East,9,Mixed or Multiple ethnic groups: White and Asian,False,direct_or_alias,1659,1,Colchester
Colchester,East,10,Mixed or Multiple ethnic groups: White and Black African,False,direct_or_alias,982,1,Colchester
Colchester,East,11,Mixed or Multiple ethnic groups: White and Black Caribbean,False,direct_or_alias,1428,1,Colchester
Colchester,East,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,False,direct_or_alias,1533,1,Colchester
Colchester,East,13,"White: English, Welsh, Scottish, Northern Irish or British",False,direct_or_alias,155488,1,Colchester
Colchester,East,14,White: Irish,False,direct_or_alias,1192,1,Colchester
Colchester,East,15,White: Gypsy or Irish Traveller,False,direct_or_alias,175,1,Colchester
Colchester,East,16,White: Roma,False,direct_or_alias,244,1,Colchester
Colchester,East,17,White: Other White,False,direct_or_alias,10602,1,Colchester
Colchester,East,18,Other ethnic group: Arab,False,direct_or_alias,731,1,Colchester
Colchester,East,19,Other ethnic group: Any other ethnic group,False,direct_or_alias,2114,1,Colchester
Coventry,West Midlands,-8,Does not apply,False,direct_or_alias,0,1,Coventry
Coventry,West Midlands,1,"Asian, Asian British or Asian Welsh: Bangladeshi",False,direct_or_alias,4257,1,Coventry
Coventry,West Midlands,2,"Asian, Asian British or Asian Welsh: Chinese",False,direct_or_alias,4571,1,Coventry
Coventry,West Midlands,3,"Asian, Asian British or Asian Welsh: Indian",False,direct_or_alias,32096,1,Coventry
Coventry,West Midlands,4,"Asian, Asian British or Asian Welsh: Pakistani",False,direct_or_alias,12658,1,Coventry
Coventry,West Midlands,5,"Asian, Asian British or Asian Welsh: Other Asian",False,direct_or_alias,10333,1,Coventry
Coventry,West Midlands,6,"Black, Black British, Black Welsh, Caribbean or African: African",False,direct_or_alias,24109,1,Coventry
Coventry,West Midlands,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",False,direct_or_alias,3459,1,Coventry
Coventry,West Midlands,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",False,direct_or_alias,3155,1,Coventry
Coventry,West Midlands,9,Mixed or Multiple ethnic groups: White and Asian,False,direct_or_alias,3182,1,Coventry
Coventry,West Midlands,10,Mixed or Multiple ethnic groups: White and Black African,False,direct_or_alias,1663,1,Coventry
Coventry,West Midlands,11,Mixed or Multiple ethnic groups: White and Black Caribbean,False,direct_or_alias,4597,1,Coventry
Coventry,West Midlands,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,False,direct_or_alias,2289,1,Coventry
Coventry,West Midlands,13,"White: English, Welsh, Scottish, Northern Irish or British",False,direct_or_alias,190889,1,Coventry
Coventry,West Midlands,14,White: Irish,False,direct_or_alias,5662,1,Coventry
Coventry,West Midlands,15,White: Gypsy or Irish Traveller,False,direct_or_alias,294,1,Coventry
Coventry,West Midlands,16,White: Roma,False,direct_or_alias,1116,1,Coventry
Coventry,West Midlands,17,White: Other White,False,direct_or_alias,28285,1,Coventry
Coventry,West Midlands,18,Other ethnic group: Arab,False,direct_or_alias,2482,1,Coventry
Coventry,West Midlands,19,Other ethnic group: Any other ethnic group,False,direct_or_alias,10224,1,Coventry
Derby,East Midlands,-8,Does not apply,False,direct_or_alias,0,1,Derby
Derby,East Midlands,1,"Asian, Asian British or Asian Welsh: Bangladeshi",False,direct_or_alias,827,1,Derby
Derby,East Midlands,2,"Asian, Asian British or Asian Welsh: Chinese",False,direct_or_alias,1416,1,Derby
Derby,East Midlands,3,"Asian, Asian British or Asian Welsh: Indian",False,direct_or_alias,12631,1,Derby
Derby,East Midlands,4,"Asian, Asian British or Asian Welsh: Pakistani",False,direct_or_alias,21034,1,Derby
Derby,East Midlands,5,"Asian, Asian British or Asian Welsh: Other Asian",False,direct_or_alias,4993,1,Derby
Derby,East Midlands,6,"Black, Black British, Black Welsh, Caribbean or African: African",False,direct_or_alias,6110,1,Derby
Derby,East Midlands,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",False,direct_or_alias,3056,1,Derby
Derby,East Midlands,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",False,direct_or_alias,1316,1,Derby
Derby,East Midlands,9,Mixed or Multiple ethnic groups: White and Asian,False,direct_or_alias,2412,1,Derby
Derby,East Midlands,10,Mixed or Multiple ethnic groups: White and Black African,False,direct_or_alias,924,1,Derby
Derby,East Midlands,11,Mixed or Multiple ethnic groups: White and Black Caribbean,False,direct_or_alias,4178,1,Derby
Derby,East Midlands,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,False,direct_or_alias,2048,1,Derby
Derby,East Midlands,13,"White: English, Welsh, Scottish, Northern Irish or British",False,direct_or_alias,173077,1,Derby
Derby,East Midlands,14,White: Irish,False,direct_or_alias,1982,1,Derby
Derby,East Midlands,15,White: Gypsy or Irish Traveller,False,direct_or_alias,408,1,Derby
Derby,East Midlands,16,White: Roma,False,direct_or_alias,1163,1,Derby
Derby,East Midlands,17,White: Other White,False,direct_or_alias,16241,1,Derby
Derby,East Midlands,18,Other ethnic group: Arab,False,direct_or_alias,1032,1,Derby
Derby,East Midlands,19,Other ethnic group: Any other ethnic group,False,direct_or_alias,6516,1,Derby
Doncaster,Yorkshire and The Humber,-8,Does not apply,False,direct_or_alias,0,1,Doncaster
Doncaster,Yorkshire and The Humber,1,"Asian, Asian British or Asian Welsh: Bangladeshi",False,direct_or_alias,190,1,Doncaster
Doncaster,Yorkshire and The Humber,2,"Asian, Asian British or Asian Welsh: Chinese",False,direct_or_alias,1031,1,Doncaster
Doncaster,Yorkshire and The Humber,3,"Asian, Asian British or Asian Welsh: Indian",False,direct_or_alias,2279,1,Doncaster
Doncaster,Yorkshire and The Humber,4,"Asian, Asian British or Asian Welsh: Pakistani",False,direct_or_alias,3150,1,Doncaster
Doncaster,Yorkshire and The Humber,5,"Asian, Asian British or Asian Welsh: Other Asian",False,direct_or_alias,2436,1,Doncaster
Doncaster,Yorkshire and The Humber,6,"Black, Black British, Black Welsh, Caribbean or African: African",False,direct_or_alias,2527,1,Doncaster
Doncaster,Yorkshire and The Humber,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",False,direct_or_alias,672,1,Doncaster
Doncaster,Yorkshire and The Humber,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",False,direct_or_alias,543,1,Doncaster
Doncaster,Yorkshire and The Humber,9,Mixed or Multiple ethnic groups: White and Asian,False,direct_or_alias,1197,1,Doncaster
Doncaster,Yorkshire and The Humber,10,Mixed or Multiple ethnic groups: White and Black African,False,direct_or_alias,716,1,Doncaster
Doncaster,Yorkshire and The Humber,11,Mixed or Multiple ethnic groups: White and Black Caribbean,False,direct_or_alias,1805,1,Doncaster
Doncaster,Yorkshire and The Humber,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,False,direct_or_alias,885,1,Doncaster
Doncaster,Yorkshire and The Humber,13,"White: English, Welsh, Scottish, Northern Irish or British",False,direct_or_alias,266879,1,Doncaster
Doncaster,Yorkshire and The Humber,14,White: Irish,False,direct_or_alias,999,1,Doncaster
Doncaster,Yorkshire and The Humber,15,White: Gypsy or Irish Traveller,False,direct_or_alias,856,1,Doncaster
Doncaster,Yorkshire and The Humber,16,White: Roma,False,direct_or_alias,687,1,Doncaster
Doncaster,Yorkshire and The Humber,17,White: Other White,False,direct_or_alias,17534,1,Doncaster
Doncaster,Yorkshire and The Humber,18,Other ethnic group: Arab,False,direct_or_alias,424,1,Doncaster
Doncaster,Yorkshire and The Humber,19,Other ethnic group: Any other ethnic group,False,direct_or_alias,3294,1,Doncaster
Durham,North East,-8,Does not apply,True,area_to_city,0,1,County Durham
Durham,North East,1,"Asian, Asian British or Asian Welsh: Bangladeshi",True,area_to_city,300,1,County Durham
Durham,North East,2,"Asian, Asian British or Asian Welsh: Chinese",True,area_to_city,2838,1,County Durham
Durham,North East,3,"Asian, Asian British or Asian Welsh: Indian",True,area_to_city,2148,1,County Durham
Durham,North East,4,"Asian, Asian British or Asian Welsh: Pakistani",True,area_to_city,730,1,County Durham
Durham,North East,5,"Asian, Asian British or Asian Welsh: Other Asian",True,area_to_city,1818,1,County Durham
Durham,North East,6,"Black, Black British, Black Welsh, Caribbean or African: African",True,area_to_city,1202,1,County Durham
Durham,North East,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",True,area_to_city,284,1,County Durham
Durham,North East,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",True,area_to_city,254,1,County Durham
Durham,North East,9,Mixed or Multiple ethnic groups: White and Asian,True,area_to_city,1962,1,County Durham
Durham,North East,10,Mixed or Multiple ethnic groups: White and Black African,True,area_to_city,914,1,County Durham
Durham,North East,11,Mixed or Multiple ethnic groups: White and Black Caribbean,True,area_to_city,906,1,County Durham
Durham,North East,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,True,area_to_city,1167,1,County Durham
Durham,North East,13,"White: English, Welsh, Scottish, Northern Irish or British",True,area_to_city,494638,1,County Durham
Durham,North East,14,White: Irish,True,area_to_city,1384,1,County Durham
Durham,North East,15,White: Gypsy or Irish Traveller,True,area_to_city,798,1,County Durham
Durham,North East,16,White: Roma,True,area_to_city,157,1,County Durham
Durham,North East,17,White: Other White,True,area_to_city,8494,1,County Durham
Durham,North East,18,Other ethnic group: Arab,True,area_to_city,825,1,County Durham
Durham,North East,19,Other ethnic group: Any other ethnic group,True,area_to_city,1248,1,County Durham
Ely,East,-8,Does not apply,True,area_to_city,0,1,East Cambridgeshire
Ely,East,1,"Asian, Asian British or Asian Welsh: Bangladeshi",True,area_to_city,118,1,East Cambridgeshire
Ely,East,2,"Asian, Asian British or Asian Welsh: Chinese",True,area_to_city,344,1,East Cambridgeshire
Ely,East,3,"Asian, Asian British or Asian Welsh: Indian",True,area_to_city,537,1,East Cambridgeshire
Ely,East,4,"Asian, Asian British or Asian Welsh: Pakistani",True,area_to_city,147,1,East Cambridgeshire
Ely,East,5,"Asian, Asian British or Asian Welsh: Other Asian",True,area_to_city,542,1,East Cambridgeshire
Ely,East,6,"Black, Black British, Black Welsh, Caribbean or African: African",True,area_to_city,460,1,East Cambridgeshire
Ely,East,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",True,area_to_city,119,1,East Cambridgeshire
Ely,East,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",True,area_to_city,126,1,East Cambridgeshire
Ely,East,9,Mixed or Multiple ethnic groups: White and Asian,True,area_to_city,618,1,East Cambridgeshire
Ely,East,10,Mixed or Multiple ethnic groups: White and Black African,True,area_to_city,312,1,East Cambridgeshire
Ely,East,11,Mixed or Multiple ethnic groups: White and Black Caribbean,True,area_to_city,327,1,East Cambridgeshire
Ely,East,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,True,area_to_city,626,1,East Cambridgeshire
Ely,East,13,"White: English, Welsh, Scottish, Northern Irish or British",True,area_to_city,75897,1,East Cambridgeshire
Ely,East,14,White: Irish,True,area_to_city,664,1,East Cambridgeshire
Ely,East,15,White: Gypsy or Irish Traveller,True,area_to_city,265,1,East Cambridgeshire
Ely,East,16,White: Roma,True,area_to_city,118,1,East Cambridgeshire
Ely,East,17,White: Other White,True,area_to_city,5968,1,East Cambridgeshire
Ely,East,18,Other ethnic group: Arab,True,area_to_city,87,1,East Cambridgeshire
Ely,East,19,Other ethnic group: Any other ethnic group,True,area_to_city,488,1,East Cambridgeshire
Exeter,South West,-8,Does not apply,False,direct_or_alias,0,1,Exeter
Exeter,South West,1,"Asian, Asian British or Asian Welsh: Bangladeshi",False,direct_or_alias,513,1,Exeter
Exeter,South West,2,"Asian, Asian British or Asian Welsh: Chinese",False,direct_or_alias,2020,1,Exeter
Exeter,South West,3,"Asian, Asian British or Asian Welsh: Indian",False,direct_or_alias,1588,1,Exeter
Exeter,South West,4,"Asian, Asian British or Asian Welsh: Pakistani",False,direct_or_alias,274,1,Exeter
Exeter,South West,5,"Asian, Asian British or Asian Welsh: Other Asian",False,direct_or_alias,1980,1,Exeter
Exeter,South West,6,"Black, Black British, Black Welsh, Caribbean or African: African",False,direct_or_alias,893,1,Exeter
Exeter,South West,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",False,direct_or_alias,137,1,Exeter
Exeter,South West,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",False,direct_or_alias,107,1,Exeter
Exeter,South West,9,Mixed or Multiple ethnic groups: White and Asian,False,direct_or_alias,1305,1,Exeter
Exeter,South West,10,Mixed or Multiple ethnic groups: White and Black African,False,direct_or_alias,484,1,Exeter
Exeter,South West,11,Mixed or Multiple ethnic groups: White and Black Caribbean,False,direct_or_alias,503,1,Exeter
Exeter,South West,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,False,direct_or_alias,1016,1,Exeter
Exeter,South West,13,"White: English, Welsh, Scottish, Northern Irish or British",False,direct_or_alias,108095,1,Exeter
Exeter,South West,14,White: Irish,False,direct_or_alias,875,1,Exeter
Exeter,South West,15,White: Gypsy or Irish Traveller,False,direct_or_alias,100,1,Exeter
Exeter,South West,16,White: Roma,False,direct_or_alias,181,1,Exeter
Exeter,South West,17,White: Other White,False,direct_or_alias,8783,1,Exeter
Exeter,South West,18,Other ethnic group: Arab,False,direct_or_alias,802,1,Exeter
Exeter,South West,19,Other ethnic group: Any other ethnic group,False,direct_or_alias,1051,1,Exeter
Gloucester,South West,-8,Does not apply,False,direct_or_alias,0,1,Gloucester
Gloucester,South West,1,"Asian, Asian British or Asian Welsh: Bangladeshi",False,direct_or_alias,802,1,Gloucester
Gloucester,South West,2,"Asian, Asian British or Asian Welsh: Chinese",False,direct_or_alias,497,1,Gloucester
